engine_rpm_mean,engine_coolant_temp_c,oil_pressure_psi,hard_braking_events_per_100km,battery_voltage_v,odometer_reading_km_k,component_failure_risk
2848.787,95.872,44.429,4.176,14.007,70.507,1
1785.185,92.12,23.317,5.759,12.614,106.199,0
2282.705,70.008,42.477,4.687,14.249,88.674,1
1365.42,110.978,24.925,2.69,14.047,102.754,0
2709.495,83.448,47.535,1.903,13.821,84.212,1
2870.677,99.063,30.908,0.0,14.724,12.815,1
2135.929,70.118,36.588,3.059,12.713,86.412,0
3473.091,75.488,45.527,0.493,15.2,87.859,1
1653.252,112.091,32.729,1.072,14.612,95.917,0
1498.156,87.138,41.304,0.357,13.736,58.282,1
2595.894,112.346,23.834,1.671,13.666,31.204,1
3130.614,90.905,49.571,2.45,14.233,113.107,1
3544.553,66.213,63.179,2.993,15.169,72.688,1
2151.725,104.489,75.0,1.419,13.891,92.706,1
3151.143,83.742,43.094,4.425,13.93,72.334,0
2424.969,101.782,51.458,2.125,13.816,84.727,1
2337.792,92.353,20.632,1.082,15.2,64.782,1
3024.379,70.396,60.033,2.907,13.468,41.436,1
2874.01,94.3,51.315,6.034,13.773,106.318,0
1425.345,122.747,36.193,3.103,15.117,57.86,1
3409.751,98.902,56.846,1.847,13.932,92.378,1
3347.059,91.195,38.946,0.0,14.823,103.471,1
2043.384,107.055,36.504,2.105,12.98,58.593,0
2707.272,94.949,47.704,2.923,13.615,30.825,1
2771.12,94.933,29.24,1.802,15.136,194.174,0
2619.438,76.717,54.259,0.0,13.191,61.25,1
2092.302,95.274,29.328,0.969,13.664,113.054,0
2013.445,106.496,29.399,5.118,14.031,172.276,0
2433.39,80.295,31.084,5.081,12.91,120.546,0
3212.274,111.943,51.114,0.904,13.428,71.48,0
2803.34,90.716,34.599,3.711,13.901,81.98,0
2209.101,79.571,25.824,0.379,13.842,47.533,0
2951.604,105.967,34.732,5.028,14.952,124.676,0
750.0,87.985,41.615,2.941,15.187,110.482,1
3196.698,102.633,27.828,4.209,13.03,61.851,0
1319.186,87.915,28.18,0.0,13.9,38.102,1
2214.413,91.162,67.336,3.72,14.407,25.544,1
1722.215,98.91,31.673,2.486,15.165,129.393,1
1608.457,96.073,38.123,4.033,14.447,90.417,0
3204.537,65.0,37.593,4.147,14.062,94.674,0
2145.994,76.303,36.944,2.618,14.4,47.967,1
2675.228,105.012,49.456,1.419,14.406,19.142,1
2419.502,90.15,53.378,3.903,12.965,128.318,0
2760.077,84.668,38.329,2.392,13.974,86.892,1
2499.934,72.98,27.162,0.929,15.113,125.826,1
1616.055,76.884,57.293,0.844,13.613,67.633,1
3097.573,65.0,40.856,0.0,13.917,74.343,1
2129.058,90.582,62.764,1.581,13.582,117.098,1
1438.222,83.622,15.053,4.485,11.718,117.956,0
2171.725,78.468,44.345,2.82,13.819,120.89,0
3425.494,91.046,65.023,1.546,14.072,71.716,1
3002.644,97.096,37.761,3.949,13.339,112.655,0
2223.376,121.305,39.294,1.002,12.761,134.909,0
2222.982,70.834,45.546,2.672,13.007,80.285,1
2240.937,108.231,35.294,2.177,14.488,61.893,0
3799.886,105.623,38.255,3.902,15.2,145.424,1
2698.258,81.093,37.946,0.0,15.044,55.55,1
2729.527,94.845,34.471,0.97,12.59,113.326,0
3119.684,85.593,56.746,0.0,14.569,82.371,1
2605.213,94.6,47.533,2.033,13.203,5.0,0
2281.623,113.128,45.008,4.681,13.276,135.787,0
2322.373,100.478,51.703,1.59,13.384,5.0,1
2403.459,99.121,38.828,1.581,14.435,5.0,1
2425.806,85.976,32.71,4.069,14.663,108.73,0
2922.959,71.223,34.769,4.423,13.712,108.718,0
2483.765,89.081,42.021,2.341,13.727,56.309,1
2926.216,108.893,29.289,3.732,14.218,91.652,0
2397.534,70.62,35.997,0.561,14.311,5.0,1
2501.113,77.229,35.807,4.98,14.859,116.814,1
1151.17,93.768,67.495,6.368,12.644,96.238,0
3045.613,78.215,10.0,3.438,13.818,82.946,0
2675.218,80.905,39.845,0.0,12.839,85.938,1
3098.707,86.07,62.708,1.495,13.754,107.196,1
750.0,72.881,43.462,3.603,13.596,83.699,0
3807.444,78.362,51.041,1.741,13.758,5.0,1
2359.267,101.848,43.198,4.79,13.08,183.835,0
3170.319,73.697,33.992,3.559,12.461,139.036,0
1774.061,69.63,15.097,1.228,11.915,27.177,0
2848.303,83.18,44.465,2.558,13.682,69.469,1
1765.28,102.247,32.693,0.891,13.412,74.378,0
2044.55,89.243,32.396,2.171,13.192,133.548,0
3694.12,85.496,36.012,1.502,14.99,5.0,1
2326.056,92.621,62.938,4.615,13.027,62.545,0
2591.331,67.56,70.858,6.309,15.075,5.771,1
3015.544,98.926,44.606,0.0,15.2,72.171,1
2772.193,97.368,36.423,0.0,12.044,63.737,0
2547.772,86.27,27.873,2.059,13.883,88.586,1
2687.225,106.083,47.622,0.0,13.44,57.781,1
4012.22,76.215,63.395,2.583,11.179,51.204,0
2412.548,107.791,39.032,3.848,12.5,112.885,0
2580.714,94.163,13.452,5.189,14.497,105.46,0
3132.925,87.288,50.041,2.863,15.2,109.813,1
3168.592,91.722,53.825,2.152,14.612,77.039,1
3221.57,90.498,22.97,0.0,14.091,59.272,1
2865.175,109.084,44.118,2.547,13.781,79.652,1
1707.047,76.926,47.415,2.628,15.2,107.552,1
3511.73,81.325,41.123,3.65,15.2,5.0,1
1704.875,106.508,32.511,1.225,13.272,102.735,0
2646.713,83.663,54.191,1.717,12.0,98.911,0
1959.721,104.607,37.159,0.0,11.912,87.797,0
2408.31,115.792,24.178,0.0,14.99,78.281,1
2663.696,86.375,17.406,0.505,13.758,5.0,1
2658.882,101.539,57.13,0.0,13.965,65.207,1
2724.248,75.848,49.4,3.106,12.188,165.525,0
3498.912,102.566,43.056,1.567,13.122,85.581,1
2744.797,94.792,36.717,1.531,13.534,71.172,1
2291.298,98.623,35.652,0.728,13.987,85.761,1
3076.657,82.962,29.091,0.0,13.441,100.965,1
3223.156,68.745,36.823,5.215,12.866,114.647,0
1652.055,99.046,16.559,0.7,13.094,74.7,0
2838.31,65.0,33.167,1.758,14.887,104.121,1
2905.762,87.557,38.269,0.0,14.02,160.449,0
2256.584,105.177,49.319,4.249,14.351,130.281,0
3344.209,94.687,41.521,2.758,12.991,190.314,0
2352.464,119.277,51.539,1.013,11.142,55.445,0
2531.625,106.352,58.19,1.794,13.329,160.429,0
2337.503,82.845,54.698,5.521,13.02,49.42,0
2460.126,92.382,47.646,2.369,14.114,100.91,1
1737.421,91.337,42.142,2.173,15.2,117.961,1
1513.967,69.85,30.231,0.806,14.426,62.015,1
3486.428,78.834,50.879,0.0,15.2,88.958,1
1899.475,84.149,62.157,2.212,14.312,125.971,1
1805.595,65.0,46.105,3.086,13.233,53.038,1
1050.296,92.665,65.007,4.479,14.113,160.122,0
2034.675,88.513,23.693,0.0,15.2,22.693,1
1589.992,68.579,28.15,0.475,15.2,172.286,1
3517.31,97.659,52.262,1.455,13.282,130.06,0
3106.381,102.022,45.171,2.494,14.028,80.962,1
2002.702,95.178,57.765,2.239,12.514,66.88,0
3914.083,87.463,41.814,2.281,14.542,62.184,1
3088.148,100.28,31.584,3.235,15.198,78.889,1
2238.86,101.523,39.437,0.874,13.836,82.818,1
825.386,96.304,23.608,4.181,13.199,141.485,0
3939.113,80.455,28.457,3.28,14.124,173.589,0
1546.778,95.872,53.669,1.924,14.176,93.972,0
1380.491,108.737,52.473,5.382,13.873,46.947,1
3114.671,83.647,46.356,5.302,13.961,60.442,1
4035.839,121.371,21.347,4.179,13.644,76.761,0
3349.777,84.641,37.699,0.0,14.696,38.645,1
2816.541,92.454,27.3,5.342,14.463,31.948,1
2836.59,82.585,56.118,3.931,12.915,179.371,0
3004.72,95.126,34.995,6.112,12.89,98.618,0
2943.304,67.609,28.971,4.727,13.571,47.509,1
2632.774,84.355,42.358,5.341,14.463,121.747,1
2517.731,76.71,34.318,4.082,13.933,31.974,1
2409.314,93.895,59.805,4.928,13.221,35.679,0
1959.923,105.922,33.182,6.089,14.035,48.863,0
2267.561,101.044,25.209,2.89,13.502,159.453,0
1349.578,65.0,16.165,0.0,14.592,73.62,1
2386.079,120.589,41.631,1.947,14.1,5.0,1
1807.416,96.134,35.257,3.202,13.516,139.453,0
1732.667,81.129,24.853,2.635,14.008,71.213,0
2566.931,94.2,56.271,0.256,14.984,5.0,1
3354.801,94.467,50.007,0.0,13.287,70.749,1
3046.906,82.664,41.661,1.166,14.162,108.445,1
1429.175,94.771,58.372,3.954,13.737,103.182,1
1806.742,83.495,49.95,5.345,14.184,165.929,0
3061.501,86.339,32.126,4.15,13.211,46.625,0
1811.383,82.392,29.529,4.403,13.899,87.102,0
2303.988,71.943,51.816,2.355,14.797,53.519,1
2807.534,94.042,46.756,0.0,12.957,15.601,1
1820.576,100.194,44.037,1.681,12.604,124.849,0
2518.494,99.208,31.842,2.034,12.638,105.847,0
1582.883,103.479,49.295,1.605,12.746,97.766,0
2059.111,96.541,32.934,2.598,14.336,104.206,1
2657.858,84.542,40.776,3.295,12.535,54.154,0
1414.554,103.755,59.363,4.035,13.532,39.744,1
2736.309,72.995,34.07,1.999,14.356,86.694,1
2437.235,79.391,23.124,0.0,14.175,137.255,0
2809.118,78.501,29.369,1.631,13.453,157.363,0
2595.544,107.121,53.932,2.579,13.972,120.794,0
3336.691,105.199,45.057,4.701,13.896,86.313,1
2531.396,98.822,40.453,1.478,13.598,97.14,1
2170.886,107.007,35.891,3.423,13.61,85.522,0
2529.493,79.69,47.824,3.022,15.2,38.833,1
2803.144,96.88,31.811,2.579,14.528,86.109,1
2481.759,90.248,45.668,4.175,15.2,24.933,1
2476.385,103.856,33.225,1.31,13.353,79.417,0
1993.705,90.387,31.228,1.465,13.724,158.625,0
2019.114,86.611,34.35,2.479,12.601,122.029,0
1538.307,99.573,37.495,1.348,13.071,43.46,0
3587.225,104.266,41.414,3.414,15.2,81.741,1
1641.489,82.643,44.825,1.216,13.33,47.453,1
1999.612,91.145,10.0,2.907,15.2,82.187,1
1983.035,77.182,32.308,2.32,12.681,131.85,0
3031.701,65.0,37.301,2.887,12.852,114.385,0
2258.283,94.806,60.061,1.672,13.493,196.786,0
3261.032,100.525,29.04,1.89,13.743,138.661,0
2012.231,95.669,43.954,2.673,14.631,94.18,1
2631.346,65.0,59.94,2.864,14.206,115.472,0
1907.024,87.088,26.244,2.492,13.425,75.89,0
3844.347,65.0,46.728,5.57,13.68,34.262,1
1678.061,111.176,32.373,0.717,13.513,143.76,0
2651.383,76.795,35.944,2.384,12.977,130.405,0
2861.955,109.576,32.363,0.0,13.001,74.153,0
2718.969,105.242,33.218,3.17,14.725,97.327,0
2329.563,79.392,74.663,0.493,12.155,140.842,1
2365.617,76.141,52.133,1.999,15.2,123.086,1
2478.477,96.905,55.221,1.83,13.491,19.16,1
2354.449,80.179,47.904,3.006,13.105,95.963,0
3076.521,93.435,22.725,1.505,14.466,77.457,0
3886.84,85.24,46.739,1.428,15.137,135.085,1
2087.63,67.064,54.875,5.085,14.806,131.397,0
1559.628,65.0,31.759,3.012,14.252,144.337,0
2392.617,95.174,53.584,1.49,14.778,34.695,1
4126.811,84.138,50.452,2.048,12.255,49.715,1
1927.612,84.257,64.224,5.462,13.33,135.134,0
3515.426,101.742,36.987,2.077,12.98,58.376,0
3540.506,108.428,28.829,1.259,14.902,16.536,1
2090.168,88.184,37.66,1.267,13.455,108.967,1
2819.839,87.232,59.227,1.512,14.561,60.375,1
3508.458,99.002,20.059,1.43,14.282,165.541,0
2203.567,73.003,17.179,0.197,13.024,98.328,0
2317.673,95.124,43.073,0.476,13.272,92.212,1
2071.907,99.726,36.689,1.007,14.964,68.384,1
1790.408,101.523,42.093,3.565,13.102,156.588,0
2027.97,65.0,53.344,1.814,13.912,101.135,1
1654.439,81.341,35.369,2.127,13.096,66.618,0
2472.154,79.704,19.524,4.786,13.517,49.266,0
1949.517,93.398,66.534,4.831,13.758,81.694,0
2601.961,98.73,30.033,1.992,13.095,41.006,1
1438.668,112.954,29.292,1.364,12.936,131.299,0
2665.072,85.07,55.245,0.944,14.058,5.0,1
2991.794,85.034,37.386,3.747,13.04,78.722,1
1154.072,108.095,41.239,2.132,13.07,112.456,0
2693.137,96.152,47.793,1.804,12.955,100.395,0
3247.985,109.747,55.003,1.035,13.73,52.722,1
1663.733,96.042,37.998,1.115,14.649,114.712,1
3537.172,75.8,60.239,3.076,15.156,45.128,1
2722.362,73.336,16.37,0.132,13.147,83.993,0
1991.742,70.279,51.117,4.291,15.2,114.333,1
2413.75,101.269,31.926,1.539,12.896,105.831,0
2812.912,108.64,58.467,2.231,14.775,54.623,1
2499.404,117.891,43.705,0.093,13.15,138.887,0
2800.191,103.803,33.925,2.478,13.016,88.901,0
1851.562,108.28,49.954,1.909,13.13,118.435,0
2560.085,83.88,52.718,2.41,13.753,153.81,0
1531.086,75.81,49.703,5.149,14.322,135.288,0
2377.703,103.901,29.644,2.82,14.403,135.406,0
1862.46,97.848,36.192,1.07,12.95,93.671,0
1971.906,93.504,41.951,1.22,12.909,120.727,0
3253.461,97.423,41.505,3.571,12.975,94.612,0
3159.352,96.525,50.997,4.838,13.7,30.58,1
2845.94,109.973,17.821,3.007,13.611,98.623,0
1739.997,110.13,46.012,3.74,12.945,96.536,0
2244.335,99.619,38.52,3.598,14.043,111.268,0
3238.514,103.841,31.938,5.054,15.2,79.24,0
2542.116,99.197,33.09,0.0,13.346,50.734,0
3957.564,85.544,39.426,3.701,13.41,114.543,1
2705.657,102.592,10.0,4.271,14.304,25.903,1
2574.832,72.477,33.585,0.09,13.297,150.647,1
2249.074,106.754,31.49,0.906,14.402,74.586,1
2536.802,75.277,48.393,0.969,13.153,96.049,1
2350.895,96.001,32.334,1.188,15.2,110.135,1
2910.271,80.168,39.419,1.633,14.11,111.581,1
3071.857,99.747,60.507,2.937,13.242,21.596,1
1939.107,91.525,53.932,4.058,13.27,122.084,0
1584.699,69.673,52.827,4.446,13.338,98.642,0
1256.467,97.89,36.002,0.992,15.035,56.413,1
2780.194,83.909,48.516,0.98,12.658,51.265,1
1732.812,104.336,39.193,4.868,13.199,69.968,0
1050.621,92.019,39.647,3.664,13.295,26.557,0
2702.576,97.536,46.916,2.649,13.786,162.502,0
4070.45,78.594,34.836,3.352,13.556,151.877,0
2446.054,83.749,59.916,2.446,12.458,105.327,0
2995.019,85.579,40.078,3.444,13.44,74.947,0
2503.189,103.994,49.42,1.895,13.71,76.13,0
2385.722,115.483,59.467,2.984,13.235,119.113,0
3047.4,80.728,54.38,0.0,14.418,164.102,1
2261.322,107.076,25.093,1.262,14.627,59.332,1
2623.805,65.0,47.339,1.281,13.729,34.709,1
2659.104,75.281,52.209,1.826,14.007,154.644,1
2015.741,78.577,52.702,0.832,11.855,5.0,1
3094.828,73.065,28.64,1.54,13.421,39.616,1
2336.276,69.83,34.116,0.0,14.704,73.891,1
1958.766,97.782,53.935,3.488,13.419,14.78,1
2798.731,89.003,32.859,2.351,13.136,135.047,0
1865.996,97.312,38.404,0.0,15.2,123.561,1
2468.318,101.667,60.911,0.997,15.2,59.134,1
2444.073,95.719,41.426,3.106,14.221,142.583,0
3155.832,101.209,33.279,1.523,14.825,150.218,0
2758.554,91.027,31.469,1.246,11.797,79.907,0
2433.732,75.382,45.993,2.366,13.091,64.72,0
2981.548,106.809,26.002,3.118,13.377,186.682,0
3353.635,83.752,39.032,0.0,13.588,117.452,0
2812.577,78.902,45.999,3.49,13.359,96.535,0
2456.729,89.509,57.59,1.059,11.505,146.36,0
1597.306,79.221,50.011,2.468,14.147,98.587,1
1757.676,86.156,33.431,2.436,14.289,62.247,1
2251.604,96.817,56.141,1.551,15.2,88.607,1
2053.817,96.877,38.406,0.657,13.091,131.739,0
2328.469,79.43,27.172,1.986,13.017,5.0,1
2486.822,85.172,39.936,5.426,11.388,72.039,0
2794.3,107.041,59.258,0.049,13.536,147.238,1
2404.176,98.95,43.983,5.546,14.611,61.966,1
2766.226,121.051,42.15,2.033,13.249,154.575,0
2491.908,108.522,61.647,2.564,15.2,148.663,1
1165.947,108.02,24.824,0.544,13.569,82.051,0
1839.432,72.57,26.573,1.112,13.932,59.416,1
2356.343,102.694,22.61,1.595,12.573,72.069,0
1663.698,91.257,46.472,0.618,14.058,204.908,0
2839.954,84.286,43.998,2.124,12.019,169.349,0
3444.988,94.352,60.513,1.767,14.424,90.643,1
3242.195,105.233,44.922,5.831,14.452,57.633,1
2311.262,99.012,37.15,0.401,15.023,90.267,1
3418.972,79.701,42.022,2.685,12.882,95.972,0
2546.634,102.394,43.412,2.946,13.945,29.049,1
2230.894,83.074,21.939,0.573,14.307,88.602,1
2051.288,95.034,74.524,3.736,14.198,144.508,0
2253.395,87.753,48.238,1.783,13.021,5.0,1
2197.685,88.936,44.52,0.0,11.647,122.196,0
2560.771,102.727,49.382,3.688,14.112,146.866,1
2554.373,77.437,50.513,0.49,13.663,59.775,1
2451.98,119.233,40.313,0.614,13.29,161.238,0
2734.01,66.505,34.425,3.738,14.488,53.935,1
3223.92,83.633,49.193,1.875,13.76,104.849,1
3067.21,97.183,46.629,4.152,12.613,71.195,0
1484.816,100.18,32.281,4.678,12.062,71.185,0
789.951,90.593,59.028,1.339,12.784,57.222,1
3057.308,91.197,45.52,3.928,15.2,116.436,1
1561.529,97.748,50.758,1.14,14.45,123.196,1
2303.902,88.765,58.703,6.52,13.97,82.101,1
1689.427,111.505,42.263,1.253,13.637,23.801,1
1278.713,103.751,45.803,4.347,13.577,103.143,0
2801.951,104.22,51.72,4.019,14.85,103.991,1
2943.451,78.474,33.302,3.069,13.358,75.248,0
2075.268,90.889,42.649,1.293,14.319,169.025,0
765.823,87.793,43.507,2.227,13.486,14.623,1
2094.941,77.922,30.527,0.0,15.2,5.0,1
2704.673,97.042,69.812,2.904,14.468,52.112,1
1488.707,84.473,25.112,3.129,14.921,116.969,1
2569.184,101.176,26.423,2.74,13.274,37.487,1
2440.049,77.017,57.771,0.0,14.752,40.856,1
2826.539,116.067,50.559,0.222,13.519,127.796,0
2527.727,79.451,29.688,1.153,13.899,105.815,0
1817.505,95.07,49.287,3.025,15.2,101.968,1
3227.771,103.086,59.614,3.021,12.862,120.164,0
2346.956,84.011,41.637,2.194,13.983,65.866,1
2432.252,103.935,73.186,3.643,14.194,67.946,1
1843.376,74.791,21.311,0.653,14.268,121.44,0
2161.867,112.33,50.326,3.598,13.394,24.48,1
1874.878,92.198,55.998,3.355,15.2,5.0,1
2337.585,83.65,52.696,3.18,12.635,65.502,0
3562.611,87.811,39.548,2.172,15.113,126.889,1
1558.264,103.325,38.515,5.795,14.894,96.5,0
1401.185,83.818,47.33,3.388,15.2,123.578,1
3406.261,81.509,51.789,0.757,12.371,5.0,1
2313.94,88.898,49.23,2.947,13.018,99.197,0
2015.103,75.523,54.481,3.854,15.143,114.424,1
3125.938,117.488,29.774,1.441,12.111,24.214,0
2056.35,84.07,39.267,4.461,12.354,123.793,0
3636.906,103.643,30.72,3.188,13.361,79.982,0
2890.652,94.933,37.367,0.0,13.973,223.21,0
2132.858,78.217,54.183,3.039,15.2,5.0,1
3852.25,91.917,43.296,1.769,13.633,146.61,0
2056.285,102.976,73.282,3.467,13.253,67.263,1
2932.362,89.364,44.321,4.2,14.08,12.228,1
2644.54,108.704,42.716,2.851,14.223,61.287,1
3296.132,106.301,43.274,5.497,14.197,97.487,0
3464.982,104.865,34.346,2.178,13.64,131.686,0
2470.803,85.565,41.306,3.625,12.04,162.488,0
1960.278,76.882,55.533,3.949,12.974,148.985,0
2748.982,83.41,43.368,2.325,15.078,41.558,1
2009.485,94.747,32.478,3.902,13.968,135.857,0
3758.702,99.641,30.899,1.43,13.51,102.608,0
2538.748,65.0,36.598,1.739,14.806,55.543,1
2212.541,91.886,42.886,0.138,12.783,75.464,0
2570.042,94.213,56.323,2.935,13.597,53.057,1
1574.368,88.114,25.914,3.085,13.924,86.669,0
1818.451,110.078,38.162,4.623,13.403,52.165,0
3230.269,97.905,43.732,3.924,13.891,38.74,1
2023.019,110.343,19.996,1.987,13.631,106.56,0
1769.508,88.977,31.997,0.379,12.541,113.293,0
2798.824,105.125,33.841,3.279,13.963,76.558,0
3220.708,114.891,32.448,4.499,12.604,146.544,0
2917.32,110.364,44.303,3.859,13.949,73.281,1
3097.431,76.71,40.073,4.452,15.037,71.375,1
1958.083,88.449,35.337,2.119,13.547,114.722,0
1525.823,87.168,47.136,1.66,12.746,79.041,0
3425.867,98.85,62.677,1.174,13.686,88.816,1
2240.258,101.609,61.671,2.399,13.051,5.0,1
2286.959,80.256,18.927,2.359,14.335,85.752,0
3313.326,92.95,48.925,2.872,13.667,5.0,1
2811.55,65.0,39.864,2.267,15.2,30.057,1
2746.327,112.187,43.862,2.259,14.847,24.91,1
3857.252,84.827,37.221,1.102,13.662,38.084,1
2031.713,92.782,43.411,4.195,14.444,60.302,0
3053.096,87.665,43.817,2.638,13.446,63.108,1
2487.059,108.044,35.053,2.186,13.831,114.892,0
2624.585,65.0,31.244,1.155,13.475,95.007,1
3443.504,91.767,36.616,0.103,14.49,5.0,1
2780.093,90.519,44.811,4.854,15.09,88.748,1
2799.892,85.649,49.188,3.498,14.519,99.321,1
3147.13,116.167,52.24,0.0,14.63,70.215,1
2212.781,79.577,36.07,3.874,14.631,82.26,1
1904.514,102.805,45.406,4.16,14.296,93.564,0
1770.874,96.988,53.55,2.724,12.775,119.407,0
1171.868,109.661,55.987,5.377,15.2,14.13,1
3786.535,82.659,41.294,2.89,15.2,74.006,1
1732.915,81.738,39.349,0.0,13.59,152.875,0
2306.185,107.345,44.293,3.157,13.466,148.75,0
2270.071,97.954,28.204,2.941,14.351,123.292,0
2649.814,70.371,39.677,1.414,14.296,109.157,1
2980.229,84.45,50.935,3.532,13.618,159.459,0
3009.308,97.409,49.703,0.0,12.675,171.303,0
2071.0,103.729,38.757,4.283,14.075,79.191,0
2341.371,82.491,44.613,0.919,14.296,41.376,1
2633.677,65.0,32.104,0.727,14.453,72.837,1
2288.351,99.325,50.442,2.295,14.114,224.351,0
3494.775,74.916,41.066,3.279,13.556,14.379,1
2769.134,65.0,38.689,2.795,14.695,63.826,1
2927.671,65.0,37.659,1.163,13.859,21.429,1
2880.873,103.396,41.245,1.589,13.382,90.614,0
3212.758,93.801,36.625,0.461,13.637,30.879,1
2567.664,88.841,49.898,2.096,12.229,80.106,0
1607.059,111.446,37.257,4.435,13.636,5.0,1
2709.797,100.923,61.116,2.492,14.42,112.793,0
2026.618,114.628,59.583,4.047,14.106,140.006,0
2106.399,72.502,31.301,5.12,15.169,67.723,1
2831.137,91.516,42.836,1.442,13.563,78.919,0
3254.884,69.366,34.192,2.164,14.239,77.647,1
2463.827,88.789,38.08,6.408,14.513,93.141,0
2650.741,88.519,66.029,5.1,15.2,83.282,1
3556.44,100.773,38.309,0.0,13.93,119.565,1
2606.49,92.638,46.323,3.197,12.86,140.487,0
4141.094,100.728,48.496,2.501,14.563,48.367,1
2817.581,101.848,29.992,3.988,15.2,71.08,1
1305.504,122.169,31.739,1.159,13.51,125.573,0
2939.672,87.586,27.528,0.989,14.557,21.025,1
2697.753,78.826,31.368,1.283,14.906,5.0,1
3288.339,95.445,10.0,1.471,14.715,95.184,1
2887.568,80.768,48.535,3.968,13.913,107.336,0
2360.004,112.747,66.65,0.374,13.171,52.496,1
1654.206,88.035,43.774,1.379,13.727,58.961,1
2314.135,84.082,25.005,0.0,14.213,50.791,1
1897.162,85.402,34.287,4.313,14.617,45.988,1
2072.66,102.058,36.493,4.788,14.101,116.207,0
2832.576,89.792,29.789,1.911,13.458,31.878,1
3535.438,83.017,52.322,1.964,14.3,73.051,1
2706.536,115.315,51.723,3.316,14.574,44.26,1
1672.676,80.014,28.135,5.154,14.142,19.512,1
2738.992,92.498,50.701,3.235,13.047,124.158,0
3227.81,101.132,60.322,1.244,13.637,61.608,1
2053.641,69.161,64.831,0.0,14.653,93.48,1
2362.889,98.724,75.0,0.493,12.555,17.137,1
2459.547,77.228,31.176,2.632,11.916,51.613,0
1939.816,103.519,75.0,1.32,15.157,119.024,1
2871.382,78.523,37.75,2.851,14.26,201.427,0
2371.384,101.699,34.89,1.505,14.346,5.0,1
2722.696,107.482,45.925,0.595,12.831,75.95,1
1873.13,104.06,35.015,0.381,14.464,103.553,0
2165.652,95.518,46.789,5.312,14.048,57.275,0
2919.548,88.762,26.159,4.1,12.374,123.228,0
2207.658,83.93,39.135,5.615,15.082,45.997,1
3572.527,112.594,57.427,3.472,13.943,91.923,1
2190.236,82.207,41.315,1.726,13.444,61.507,1
2596.045,77.481,43.699,4.882,13.46,139.874,0
3056.184,101.315,47.703,2.44,11.986,54.564,1
1528.062,80.854,56.048,2.898,14.334,69.166,0
1305.474,78.699,22.137,2.423,14.036,127.556,0
1458.323,71.79,49.014,0.0,13.625,38.738,1
3270.68,85.239,38.782,5.389,14.951,88.094,1
2091.292,90.842,44.0,3.384,12.555,5.0,0
4112.83,95.403,54.719,3.094,13.263,36.043,1
2083.239,105.318,27.67,2.389,13.035,102.196,0
2569.958,99.377,29.848,2.794,13.549,40.419,0
3452.371,89.328,18.775,1.425,13.861,60.494,1
3753.96,89.225,35.41,3.61,14.187,107.189,0
3789.977,99.142,57.965,0.147,13.488,58.937,1
3235.438,109.816,40.553,2.835,13.01,122.028,0
3115.641,93.768,25.919,3.511,15.2,94.705,1
2835.143,85.432,36.172,2.142,15.2,104.606,1
2955.935,78.1,24.146,3.168,13.929,140.843,0
2091.729,71.767,28.498,0.716,13.119,99.392,1
1918.171,101.328,46.666,0.762,15.128,154.248,1
2447.807,100.092,27.914,2.926,12.498,126.007,0
2339.38,100.083,55.352,3.721,13.499,61.445,1
2155.402,90.199,41.147,0.0,13.173,143.192,0
2902.652,111.697,43.027,3.44,12.756,96.874,0
3070.948,85.222,38.66,1.522,13.548,67.239,0
2507.464,105.374,51.274,2.153,13.022,97.527,0
3410.395,91.458,51.398,0.089,13.811,135.055,1
1707.902,83.483,46.021,0.967,13.824,105.477,0
2324.121,100.295,48.777,4.239,13.241,167.008,0
1984.065,97.735,39.455,2.559,13.467,133.894,0
1236.751,96.998,48.506,1.811,13.592,108.542,1
2396.258,93.138,37.945,2.29,14.529,38.827,1
2370.864,91.469,42.027,3.381,13.666,76.912,0
3433.742,125.0,38.704,3.293,14.542,88.225,0
2860.028,108.58,36.513,2.365,14.327,116.348,0
1784.279,102.12,33.731,4.467,14.314,113.68,0
3655.16,93.565,47.612,4.247,15.049,92.629,1
3243.672,106.1,57.727,3.244,12.793,90.416,0
2828.364,99.252,56.053,2.598,13.374,117.421,1
2302.785,92.367,26.921,3.683,15.2,46.364,1
1826.364,87.75,57.47,3.066,13.568,161.298,0
2208.066,90.867,38.182,4.409,11.266,5.0,0
3157.687,65.0,49.209,4.119,13.617,150.493,0
3674.981,94.948,31.125,0.667,13.921,82.967,1
3453.108,85.161,43.704,0.545,11.445,130.116,0
2132.248,114.297,45.765,1.238,15.001,101.373,0
1722.249,92.271,24.185,4.257,13.158,100.572,0
2541.576,75.355,49.299,0.0,14.096,109.941,1
1300.514,91.302,58.151,3.211,13.597,121.407,0
2660.059,77.354,39.904,3.153,12.64,70.203,1
2354.058,98.628,58.322,4.593,12.837,131.566,0
2147.076,96.073,39.724,2.825,12.958,36.199,0
1413.443,105.41,52.195,0.082,14.777,84.76,1
2783.84,80.928,15.377,0.773,13.667,122.619,1
2103.744,92.476,71.025,0.372,13.33,129.776,1
1689.554,72.89,59.945,1.532,12.959,105.735,1
750.0,101.821,38.584,2.171,14.877,67.297,1
2432.115,99.264,18.335,0.402,15.118,125.352,0
3601.964,98.941,45.456,5.147,14.866,54.879,1
3529.818,92.023,24.673,0.114,14.243,163.813,0
2152.887,97.807,47.338,4.923,14.061,81.19,1
